	dataset_config: {'path': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'path_test': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [507, 360, 376, 531, 540, 334, 49, 663, 784, 73, 775, 881, 239, 885, 363, 18, 587, 161, 801, 322, 713, 657, 867, 331, 829, 492, 820, 280, 516, 263, 581, 19, 307, 504, 12, 578, 439, 553, 674, 125, 777, 366, 146, 650, 345, 741, 39, 238, 255, 114, 384, 380, 446, 185, 547, 430, 861, 253, 768, 661, 744, 814, 692, 576, 358, 697, 508, 252, 392, 189, 413, 449, 288, 20, 535, 476, 295, 271, 812, 103, 262, 794, 291, 266, 522, 817, 529, 591, 670, 479, 802, 172, 274, 383, 217, 884, 237, 405, 267, 583, 682, 173, 798, 687, 498, 93, 43, 272, 82, 546, 425, 355, 254, 445, 590, 608, 727, 222, 121, 580, 32, 216, 548, 696, 422, 759, 268, 34, 159, 597, 361, 596, 317, 319, 462, 460, 328, 455, 261, 489, 269, 207, 155, 746, 247, 416, 402, 561, 638, 203, 128, 378, 275, 631, 795, 143, 233, 734, 810, 64, 6, 499, 286, 501, 859, 609, 98, 543, 166, 7, 311, 450, 469, 497, 673, 435, 151, 601, 232, 340, 886, 651, 74, 348, 766, 382, 8, 150, 544, 373, 564, 693, 92, 823, 375, 227, 174, 111, 212, 847, 664, 144, 808, 367, 201, 315, 875, 567, 760, 370, 200, 815, 388, 13, 586, 52, 745, 259, 838, 574, 99, 622, 563, 751, 701, 573, 168, 220, 454, 105, 584, 344, 604, 448, 35, 844, 495, 362, 303, 306, 195, 842, 265, 368, 428, 410, 656, 623, 241, 675, 243, 364, 457, 681, 11, 831, 520, 872, 716, 770, 725, 637, 209, 117, 541, 301, 780, 211, 28, 202, 466, 369, 505, 695, 485, 624, 387, 555, 133, 635, 432, 108, 431, 118, 491, 297, 100, 527, 16, 472, 659, 299, 642, 47, 4, 513, 44, 809, 519, 165, 229, 183, 517, 824, 551, 589, 68, 235, 811, 724, 848, 110, 163, 276, 423, 461, 135, 318, 126, 379, 41, 739, 764, 2, 210, 441, 329, 684, 270, 264, 618, 676, 849, 178, 30, 76, 613, 156, 473, 888, 603, 115, 403, 96, 101, 440, 779, 91, 702, 790, 634, 863, 86, 447, 459, 260, 157, 336, 3, 400, 478, 196, 621, 390, 855, 123, 585, 653, 686, 598, 756, 194, 562, 753, 14, 654, 256, 391, 25, 97, 407, 349, 533, 752, 354, 611, 865, 414, 60, 856, 106, 537, 246, 806, 51, 512, 411, 147, 84, 819, 712, 816, 748, 292, 175, 880, 582, 800, 700, 359, 398, 284, 230, 338, 837, 772, 141, 509, 490, 470, 871, 442, 538, 524, 458, 722, 312, 545, 862, 45, 721, 731, 152, 177, 434, 330, 736, 740, 683, 357, 294, 42, 652, 742, 705, 480, 197, 199, 787, 215, 614, 324, 77, 717, 532, 309, 506, 500, 75, 714, 711, 90, 539, 134, 892, 827, 415, 870, 57, 758, 761, 59, 630, 822, 627, 487, 602, 737, 593, 213, 67, 122, 839, 728, 83, 102, 528, 21, 858, 132, 465, 421, 85, 298, 248, 308, 665, 337, 333, 273, 167, 37, 579, 451, 521, 690, 424, 632, 218, 649, 145, 655, 169, 401, 0, 616, 290, 807, 493, 488, 646, 671, 691, 566, 718, 730, 160, 658, 258, 321, 715, 55, 149, 29, 377, 219, 868, 154, 648, 835, 225, 404, 463, 774, 71, 443, 782, 757, 339, 832, 773, 399, 694, 234, 72, 372, 610, 732, 640, 600, 56, 720, 594, 119, 226, 526, 323, 341, 783, 750, 464, 5, 679, 304, 327, 666, 191, 89, 326, 140, 554, 453, 181, 570, 87, 568, 786, 23, 536, 158, 799, 641, 394, 186, 316, 860, 251, 678, 190, 698, 672, 874, 170, 797, 129, 749, 342, 743, 198, 385, 803, 1, 381, 136, 38, 843, 688, 245, 719, 289, 883, 386, 9, 599, 184, 46, 530, 164, 325, 27, 10, 62, 805, 426, 33, 142, 549, 293, 58, 343, 351, 69, 854, 278, 879, 703, 374, 510, 153, 781, 876, 352, 31, 124, 767, 668, 733, 869, 615, 791, 417, 104, 475, 148, 830, 813, 662, 771, 130, 24, 878, 94, 793, 427, 188, 575, 406, 754, 452, 412, 557, 474, 864, 113, 723, 833, 796, 314, 607, 523, 109, 302, 471, 680, 605, 138, 223, 556, 625, 397, 277, 127, 639, 726, 891, 192, 320, 626, 137, 588, 708, 821, 231, 873, 852, 15, 242, 50, 228, 182, 171, 70, 180, 792, 647, 514, 636, 620, 565, 257, 214, 669, 482, 738, 300, 244, 26, 365, 572, 735, 515, 887, 550, 834, 436, 54, 866, 429, 305, 628, 486, 877, 65, 179, 644, 433, 710, 617, 571, 778, 204, 456, 310, 395, 389, 518, 81, 221, 467, 755, 353, 335, 629, 511, 287, 836, 776, 882, 296, 569, 80, 845, 88, 559, 826, 53, 769, 704, 283, 477, 542, 893, 503, 496, 285, 437, 79, 890, 249, 788, 857, 481, 419, 762, 677, 409, 667, 162, 660, 853, 205, 139, 78, 279, 347, 208, 689, 502, 619, 851, 112, 418, 592, 350, 116, 707, 224, 483, 785, 846, 420, 818, 825, 765, 282, 747, 346, 63, 107, 66, 560, 850, 494, 468, 17, 408, 552, 332, 789, 281, 595, 393, 828, 841, 840, 534, 240, 438, 371, 729, 131, 120, 633, 48, 22, 577, 706, 193, 444, 804, 606, 699, 250, 356, 643, 525, 396, 709, 187, 313, 484, 40, 61, 176, 206, 645, 236, 558, 889, 763, 685, 36, 612, 95]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=2.786, TAw acc= 36.6% | *
| Epoch 144, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.207, TAw acc= 92.3% |
| Epoch 145, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.206, TAw acc= 92.3% | *
| Epoch 146, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.206, TAw acc= 90.8% | *
| Epoch 147, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 91.5% | *
| Epoch 148, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 91.5% | *
| Epoch 149, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 92.3% |
| Epoch 150, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 91.5% | *
| Epoch 151, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 92.3% |
| Epoch 152, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 92.3% | *
| Epoch 153, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 90.8% | *
| Epoch 154, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 91.5% |
| Epoch 155, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 91.5% | *
| Epoch 156, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 91.5% |
| Epoch 157, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.205, TAw acc= 91.5% |
| Epoch 158, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 91.5% | *
| Epoch 159, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 92.3% |
| Epoch 160, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 90.8% | *
| Epoch 161, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 92.3% |
| Epoch 162, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 92.3% | *
| Epoch 163, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 91.5% | *
| Epoch 164, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 91.5% | *
| Epoch 165, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 92.3% |
| Epoch 166, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 92.3% |
| Epoch 167, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 90.8% | *
| Epoch 168, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 90.8% |
| Epoch 169, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 90.8% |
| Epoch 170, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 91.5% | *
| Epoch 171, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.204, TAw acc= 92.3% |
| Epoch 172, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 91.5% | *
| Epoch 173, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 91.5% | *
| Epoch 174, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% |
| Epoch 175, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 92.3% |
| Epoch 176, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 91.5% |
| Epoch 177, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 90.8% | *
| Epoch 178, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 92.3% |
| Epoch 179, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% |
| Epoch 180, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 93.0% |
| Epoch 181, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% | *
| Epoch 182, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 93.0% |
| Epoch 183, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 91.5% | *
| Epoch 184, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% |
| Epoch 185, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.206, TAw acc= 93.0% |
| Epoch 186, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 93.0% |
| Epoch 187, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 93.0% | *
| Epoch 188, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 93.0% |
| Epoch 189, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 93.0% |
| Epoch 190, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.203, TAw acc= 93.0% |
| Epoch 191, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 91.5% |
| Epoch 192, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% | lr=3.3e-03
| Epoch 193, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% | *
| Epoch 194, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% |
| Epoch 195, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% |
| Epoch 196, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 91.5% | *
| Epoch 197, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 93.0% |
| Epoch 198, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 93.0% |
| Epoch 199, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 92.3% |
| Epoch 200, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.202, TAw acc= 91.5% |
EXEMPLARS_PER_CLASS: 10
Not enough samples to store. Select all samples instead.
Not enough samples to store. Select all samples instead.
| Selected 301 train exemplars, time=  0.4s
301
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=0.200 | TAw acc= 92.1%, forg=  0.0%| TAg acc= 92.1%, forg=  0.0% <<<
Save at icarl_wisdm_3/wisdm_flex_icarl
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList(
    (0): Linear(in_features=1000, out_features=34, bias=True)
  )
)
======

************************************************************************************************************
Task  1
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=18.898, TAw acc= 42.5% | *
| Epoch   2, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=17.609, TAw acc= 47.5% | *
| Epoch   3, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=16.940, TAw acc= 57.5% | *
| Epoch   4, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=16.520, TAw acc= 68.8% | *
| Epoch   5, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=16.224, TAw acc= 73.8% | *
| Epoch   6, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=16.011, TAw acc= 82.5% | *
| Epoch   7, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.843, TAw acc= 85.0% | *
| Epoch   8, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.713, TAw acc= 87.5% | *
| Epoch   9, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.607, TAw acc= 87.5% | *
| Epoch  10, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.524, TAw acc= 87.5% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.457, TAw acc= 90.0% | *
| Epoch  12, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.394, TAw acc= 93.8% | *
| Epoch  13, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.355, TAw acc= 96.2% | *
| Epoch  14, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.312, TAw acc= 96.2% | *
| Epoch  15, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.283, TAw acc= 96.2% | *
| Epoch  16, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.255, TAw acc= 96.2% | *
| Epoch  17, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.234, TAw acc= 96.2% | *
| Epoch  18, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.211, TAw acc= 96.2% | *
| Epoch  19, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.195, TAw acc= 96.2% | *
| Epoch  20, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.187, TAw acc= 96.2% | *
| Epoch  21, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.169, TAw acc= 96.2% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.156, TAw acc= 96.2% | *
| Epoch  23, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.145, TAw acc= 96.2% | *
| Epoch  24, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.135, TAw acc= 96.2% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.129, TAw acc= 96.2% | *
| Epoch  26, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.119, TAw acc= 96.2% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.111, TAw acc= 96.2% | *
| Epoch  28, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.104, TAw acc= 96.2% | *
| Epoch  29, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.100, TAw acc= 96.2% | *
| Epoch  30, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.094, TAw acc= 96.2% | *
| Epoch  31, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.086, TAw acc= 96.2% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.080, TAw acc= 96.2% | *
| Epoch  33, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.076, TAw acc= 96.2% | *
| Epoch  34, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.070, TAw acc= 96.2% | *
| Epoch  35, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.069, TAw acc= 96.2% | *
| Epoch  36, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.060, TAw acc= 96.2% | *
| Epoch  37, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.061, TAw acc= 96.2% |
| Epoch  38, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.055, TAw acc= 96.2% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.051, TAw acc= 96.2% | *
| Epoch  40, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.046, TAw acc= 96.2% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.042, TAw acc= 96.2% | *
| Epoch  42, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.045, TAw acc= 96.2% |
| Epoch  43, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.036, TAw acc= 96.2% | *
| Epoch  44, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.035, TAw acc= 96.2% | *
| Epoch  45, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.033, TAw acc= 96.2% | *
| Epoch  46, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.031, TAw acc= 96.2% | *
| Epoch  47, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.026, TAw acc= 96.2% | *
| Epoch  48, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.025, TAw acc= 96.2% | *
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.027, TAw acc= 96.2% |
| Epoch  50, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.021, TAw acc= 96.2% | *
| Epoch  51, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.021, TAw acc= 96.2% | *
| Epoch  52, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.019, TAw acc= 96.2% | *
| Epoch  53, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.014, TAw acc= 96.2% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.015, TAw acc= 96.2% |
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=15.015, TAw acc= 96.2% |
| Epoch  56, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.010, TAw acc= 96.2% | *
| Epoch  57, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.008, TAw acc= 96.2% | *
| Epoch  58, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.005, TAw acc= 96.2% | *
| Epoch  59, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.005, TAw acc= 96.2% | *
| Epoch  60, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.000, TAw acc= 96.2% | *
| Epoch  61, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.002, TAw acc= 96.2% |
| Epoch  62, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=15.000, TAw acc= 96.2% | *
| Epoch  63, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.998, TAw acc= 96.2% | *
| Epoch  64, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.997, TAw acc= 96.2% | *
| Epoch  65, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.996, TAw acc= 96.2% | *
| Epoch  66, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.997, TAw acc= 96.2% |
| Epoch  67, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.994, TAw acc= 96.2% | *
| Epoch  68, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.991, TAw acc= 96.2% | *
| Epoch  69, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.990, TAw acc= 96.2% | *
| Epoch  70, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.989, TAw acc= 96.2% | *
| Epoch  71, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.989, TAw acc= 96.2% |
| Epoch  72, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.985, TAw acc= 96.2% | *
| Epoch  73, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.985, TAw acc= 96.2% | *
| Epoch  74, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.983, TAw acc= 96.2% | *
| Epoch  75, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.982, TAw acc= 96.2% | *
| Epoch  76, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.982, TAw acc= 96.2% | *
| Epoch  77, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.979, TAw acc= 96.2% | *
| Epoch  78, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.979, TAw acc= 96.2% | *
| Epoch  79, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.979, TAw acc= 96.2% |
| Epoch  80, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.978, TAw acc= 96.2% | *
| Epoch  81, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.977, TAw acc= 96.2% | *
| Epoch  82, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.976, TAw acc= 96.2% | *
| Epoch  83, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.972, TAw acc= 96.2% | *
| Epoch  84, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.971, TAw acc= 96.2% | *
| Epoch  85, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.972, TAw acc= 96.2% |
| Epoch  86, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.971, TAw acc= 96.2% | *
| Epoch  87, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.969, TAw acc= 96.2% | *
| Epoch  88, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.967, TAw acc= 96.2% | *
| Epoch  89, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.968, TAw acc= 96.2% |
| Epoch  90, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.966, TAw acc= 96.2% | *
| Epoch  91, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.966, TAw acc= 96.2% | *
| Epoch  92, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.967, TAw acc= 96.2% |
| Epoch  93, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.963, TAw acc= 96.2% | *
| Epoch  94, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.964, TAw acc= 96.2% |
| Epoch  95, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.963, TAw acc= 96.2% | *
| Epoch  96, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.961, TAw acc= 96.2% | *
| Epoch  97, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.961, TAw acc= 96.2% | *
| Epoch  98, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.962, TAw acc= 96.2% |
| Epoch  99, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.960, TAw acc= 96.2% | *
| Epoch 100, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.959, TAw acc= 96.2% | *
| Epoch 101, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.959, TAw acc= 96.2% |
| Epoch 102, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.959, TAw acc= 96.2% |
| Epoch 103, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.959, TAw acc= 96.2% | *
| Epoch 104, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.959, TAw acc= 96.2% | *
| Epoch 105, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.956, TAw acc= 96.2% | *
| Epoch 106, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.955, TAw acc= 96.2% | *
| Epoch 107, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.953, TAw acc= 96.2% | *
| Epoch 108, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.953, TAw acc= 96.2% |
| Epoch 109, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.953, TAw acc= 96.2% | *
| Epoch 110, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.955, TAw acc= 96.2% |
| Epoch 111, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.954, TAw acc= 96.2% |
| Epoch 112, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.951, TAw acc= 96.2% | *
| Epoch 113, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.951, TAw acc= 96.2% | *
| Epoch 114, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.949, TAw acc= 96.2% | *
| Epoch 115, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.949, TAw acc= 96.2% |
| Epoch 116, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.948, TAw acc= 96.2% | *
| Epoch 117, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.950, TAw acc= 96.2% |
| Epoch 118, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.948, TAw acc= 96.2% | *
| Epoch 119, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.947, TAw acc= 96.2% | *
| Epoch 120, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.948, TAw acc= 96.2% |
| Epoch 121, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.948, TAw acc= 96.2% |
| Epoch 122, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.946, TAw acc= 96.2% | *
| Epoch 123, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=14.945, TAw acc= 96.2% | *
| Epoch 124, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.946, TAw acc= 96.2% |
| Epoch 125, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.944, TAw acc= 96.2% | *
| Epoch 126, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.943, TAw acc= 96.2% | *
| Epoch 127, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.943, TAw acc= 96.2% | *
| Epoch 128, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.943, TAw acc= 96.2% |
| Epoch 129, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.942, TAw acc= 96.2% | *
| Epoch 130, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.941, TAw acc= 97.5% | *
| Epoch 131, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.942, TAw acc= 96.2% |
| Epoch 132, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.940, TAw acc= 97.5% | *
| Epoch 133, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.939, TAw acc= 97.5% | *
| Epoch 134, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=14.938, TAw acc= 97.5% | *
